50
1 2 977
1 3 863
1 4 460
1 5 395
1 6 203
1 7 907
1 8 851
1 9 533
1 10 164
1 11 552
1 12 574
1 13 865
1 14 130
1 15 981
1 16 689
1 17 572
1 18 334
1 19 953
1 20 275
1 21 398
1 22 463
1 23 547
1 24 431
1 25 335
1 26 720
1 27 834
1 28 971
1 29 815
1 30 566
1 31 363
1 32 439
1 33 472
1 34 236
1 35 494
1 36 550
1 37 392
1 38 840
1 39 544
1 40 473
1 41 351
1 42 635
1 43 404
1 44 875
1 45 362
1 46 296
1 47 519
1 48 156
1 49 552
1 50 268
2 3 973
2 4 881
2 5 409
2 6 843
2 7 822
2 8 146
2 9 148
2 10 544
2 11 585
2 12 637
2 13 304
2 14 246
2 15 352
2 16 681
2 17 845
2 18 874
2 19 866
2 20 650
2 21 268
2 22 979
2 23 152
2 24 653
2 25 884
2 26 466
2 27 746
2 28 782
2 29 753
2 30 601
2 31 239
2 32 688
2 33 818
2 34 913
2 35 805
2 36 181
2 37 678
2 38 600
2 39 776
2 40 684
2 41 602
2 42 584
2 43 553
2 44 959
2 45 484
2 46 438
2 47 729
2 48 768
2 49 332
2 50 360
3 4 623
3 5 298
3 6 622
3 7 855
3 8 973
3 9 348
3 10 518
3 11 979
3 12 462
3 13 494
3 14 501
3 15 271
3 16 559
3 17 441
3 18 151
3 19 269
3 20 304
3 21 789
3 22 953
3 23 926
3 24 112
3 25 289
3 26 146
3 27 490
3 28 161
3 29 897
3 30 751
3 31 954
3 32 359
3 33 827
3 34 278
3 35 741
3 36 852
3 37 763
3 38 706
3 39 711
3 40 697
3 41 655
3 42 576
3 43 661
3 44 278
3 45 877
3 46 165
3 47 271
3 48 588
3 49 866
3 50 973
4 5 751
4 6 871
4 7 521
4 8 420
4 9 812
4 10 380
4 11 202
4 12 495
4 13 547
4 14 435
4 15 972
4 16 132
4 17 383
4 18 863
4 19 811
4 20 718
4 21 677
4 22 404
4 23 218
4 24 758
4 25 676
4 26 735
4 27 408
4 28 542
4 29 542
4 30 556
4 31 208
4 32 650
4 33 349
4 34 119
4 35 867
4 36 820
4 37 452
4 38 370
4 39 256
4 40 850
4 41 309
4 42 916
4 43 503
4 44 762
4 45 257
4 46 770
4 47 598
4 48 925
4 49 141
4 50 886
5 6 701
5 7 513
5 8 540
5 9 819
5 10 282
5 11 564
5 12 785
5 13 189
5 14 870
5 15 680
5 16 348
5 17 150
5 18 165
5 19 256
5 20 561
5 21 734
5 22 143
5 23 349
5 24 437
5 25 268
5 26 364
5 27 336
5 28 475
5 29 287
5 30 303
5 31 862
5 32 977
5 33 410
5 34 874
5 35 301
5 36 906
5 37 251
5 38 694
5 39 613
5 40 111
5 41 814
5 42 837
5 43 109
5 44 144
5 45 862
5 46 774
5 47 416
5 48 541
5 49 673
5 50 798
6 7 760
6 8 495
6 9 216
6 10 287
6 11 118
6 12 610
6 13 180
6 14 946
6 15 247
6 16 386
6 17 529
6 18 265
6 19 708
6 20 477
6 21 165
6 22 256
6 23 313
6 24 329
6 25 862
6 26 136
6 27 896
6 28 562
6 29 578
6 30 742
6 31 930
6 32 535
6 33 465
6 34 864
6 35 368
6 36 457
6 37 411
6 38 115
6 39 597
6 40 644
6 41 391
6 42 446
6 43 601
6 44 758
6 45 937
6 46 288
6 47 650
6 48 929
6 49 904
6 50 173
7 8 389
7 9 383
7 10 578
7 11 157
7 12 989
7 13 258
7 14 684
7 15 299
7 16 708
7 17 749
7 18 850
7 19 519
7 20 503
7 21 561
7 22 494
7 23 637
7 24 335
7 25 370
7 26 253
7 27 576
7 28 131
7 29 456
7 30 365
7 31 543
7 32 473
7 33 797
7 34 751
7 35 402
7 36 215
7 37 156
7 38 966
7 39 956
7 40 487
7 41 102
7 42 367
7 43 215
7 44 871
7 45 753
7 46 350
7 47 567
7 48 134
7 49 920
7 50 419
8 9 568
8 10 679
8 11 181
8 12 590
8 13 154
8 14 572
8 15 197
8 16 468
8 17 206
8 18 170
8 19 178
8 20 380
8 21 664
8 22 714
8 23 129
8 24 474
8 25 853
8 26 639
8 27 658
8 28 507
8 29 520
8 30 120
8 31 494
8 32 830
8 33 293
8 34 113
8 35 513
8 36 998
8 37 346
8 38 370
8 39 239
8 40 560
8 41 972
8 42 682
8 43 522
8 44 836
8 45 231
8 46 120
8 47 703
8 48 186
8 49 178
8 50 833
9 10 126
9 11 792
9 12 838
9 13 342
9 14 531
9 15 793
9 16 824
9 17 403
9 18 786
9 19 136
9 20 138
9 21 881
9 22 319
9 23 278
9 24 296
9 25 751
9 26 517
9 27 554
9 28 902
9 29 239
9 30 582
9 31 362
9 32 746
9 33 390
9 34 764
9 35 978
9 36 345
9 37 706
9 38 528
9 39 612
9 40 682
9 41 538
9 42 454
9 43 854
9 44 821
9 45 517
9 46 390
9 47 263
9 48 826
9 49 802
9 50 890
10 11 806
10 12 796
10 13 244
10 14 940
10 15 195
10 16 507
10 17 224
10 18 782
10 19 240
10 20 323
10 21 569
10 22 109
10 23 818
10 24 130
10 25 241
10 26 951
10 27 161
10 28 401
10 29 793
10 30 346
10 31 487
10 32 122
10 33 898
10 34 803
10 35 395
10 36 931
10 37 236
10 38 569
10 39 407
10 40 365
10 41 578
10 42 754
10 43 319
10 44 651
10 45 317
10 46 974
10 47 712
10 48 655
10 49 921
10 50 346
11 12 802
11 13 726
11 14 636
11 15 285
11 16 484
11 17 990
11 18 434
11 19 604
11 20 364
11 21 631
11 22 578
11 23 670
11 24 881
11 25 433
11 26 303
11 27 171
11 28 299
11 29 401
11 30 274
11 31 569
11 32 187
11 33 464
11 34 158
11 35 561
11 36 259
11 37 742
11 38 410
11 39 315
11 40 939
11 41 157
11 42 379
11 43 534
11 44 361
11 45 962
11 46 552
11 47 527
11 48 492
11 49 723
11 50 673
12 13 438
12 14 969
12 15 803
12 16 441
12 17 754
12 18 287
12 19 379
12 20 113
12 21 760
12 22 420
12 23 262
12 24 764
12 25 997
12 26 585
12 27 436
12 28 876
12 29 766
12 30 530
12 31 960
12 32 732
12 33 534
12 34 483
12 35 804
12 36 818
12 37 112
12 38 322
12 39 125
12 40 246
12 41 343
12 42 902
12 43 893
12 44 335
12 45 149
12 46 322
12 47 898
12 48 488
12 49 588
12 50 434
13 14 387
13 15 992
13 16 587
13 17 764
13 18 188
13 19 644
13 20 779
13 21 535
13 22 643
13 23 633
13 24 988
13 25 285
13 26 767
13 27 896
13 28 647
13 29 475
13 30 348
13 31 867
13 32 770
13 33 391
13 34 846
13 35 888
13 36 632
13 37 222
13 38 317
13 39 868
13 40 610
13 41 159
13 42 310
13 43 379
13 44 963
13 45 289
13 46 551
13 47 714
13 48 463
13 49 173
13 50 612
14 15 987
14 16 401
14 17 159
14 18 890
14 19 816
14 20 403
14 21 336
14 22 469
14 23 251
14 24 960
14 25 286
14 26 832
14 27 631
14 28 686
14 29 800
14 30 968
14 31 868
14 32 971
14 33 201
14 34 585
14 35 325
14 36 268
14 37 437
14 38 797
14 39 527
14 40 713
14 41 542
14 42 345
14 43 605
14 44 579
14 45 920
14 46 494
14 47 428
14 48 121
14 49 710
14 50 668
15 16 460
15 17 248
15 18 299
15 19 277
15 20 771
15 21 418
15 22 548
15 23 178
15 24 411
15 25 492
15 26 590
15 27 628
15 28 226
15 29 520
15 30 973
15 31 257
15 32 512
15 33 264
15 34 718
15 35 188
15 36 778
15 37 565
15 38 900
15 39 539
15 40 528
15 41 328
15 42 435
15 43 685
15 44 403
15 45 817
15 46 796
15 47 883
15 48 995
15 49 819
15 50 767
16 17 485
16 18 669
16 19 834
16 20 587
16 21 763
16 22 133
16 23 365
16 24 512
16 25 130
16 26 291
16 27 998
16 28 696
16 29 542
16 30 410
16 31 939
16 32 355
16 33 939
16 34 495
16 35 685
16 36 476
16 37 407
16 38 515
16 39 623
16 40 938
16 41 321
16 42 345
16 43 750
16 44 169
16 45 129
16 46 471
16 47 981
16 48 308
16 49 342
16 50 784
17 18 143
17 19 588
17 20 558
17 21 347
17 22 947
17 23 425
17 24 452
17 25 200
17 26 248
17 27 620
17 28 371
17 29 613
17 30 276
17 31 283
17 32 679
17 33 578
17 34 854
17 35 117
17 36 491
17 37 578
17 38 135
17 39 280
17 40 604
17 41 137
17 42 684
17 43 287
17 44 191
17 45 511
17 46 828
17 47 773
17 48 340
17 49 479
17 50 676
18 19 129
18 20 392
18 21 111
18 22 733
18 23 917
18 24 797
18 25 469
18 26 559
18 27 601
18 28 693
18 29 678
18 30 167
18 31 317
18 32 660
18 33 949
18 34 793
18 35 783
18 36 769
18 37 394
18 38 297
18 39 901
18 40 402
18 41 565
18 42 913
18 43 149
18 44 405
18 45 562
18 46 153
18 47 279
